ANOMES,ANOEXERCICIO,MES,NOMEORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,RECEITAREALIZADA,CNPJORGAO
201509,2015,Set,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,2.082983333E7,"ALIENACAO DE BENS",5743.63,1409655000180
201509,2015,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,17500.0,"ALIENACAO DE BENS",,
201509,2015,Set,TRANSURB,Indireta,Executivo,83.33,"ALIENACAO DE BENS",,2102168000133
201509,2015,Set,"UNIVERSIDADE ESTADUAL DE GOIÁS - UEG",Indireta,Executivo,83.33,"ALIENACAO DE BENS",,1112580000171
201509,2015,Set,EMATER,Indireta,Executivo,83.33,"ALIENACAO DE BENS IMOVEIS",,13232306000115
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,2.082899999E7,"ALIENACAO DE BENS IMOVEIS",5743.63,
201509,2015,Set,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,2.082883333E7,"ALIENACAO DE BENS IMOVEIS",5743.63,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,2.082899999E7,"ALIENACAO DE BENS IMOVEIS",5743.63,
201509,2015,Set,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,2.082883333E7,"ALIENACAO DE BENS IMOVEIS",5743.63,1409655000180
201509,2015,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,166.66,"ALIENACAO DE BENS IMOVEIS",,
201509,2015,Set,TRANSURB,Indireta,Executivo,83.33,"ALIENACAO DE BENS IMOVEIS",,2102168000133
201509,2015,Set,"UNIVERSIDADE ESTADUAL DE GOIÁS - UEG",Indireta,Executivo,83.33,"ALIENACAO DE BENS IMOVEIS",,1112580000171
201509,2015,Set,AGRODEFESA,Indireta,Executivo,17250.0,"ALIENACAO DE BENS MOVEIS",,6064227000187
201509,2015,Set,EMATER,Indireta,Executivo,83.33,"ALIENACAO DE BENS MOVEIS",,13232306000115
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,18333.33,"ALIENACAO DE BENS MOVEIS",,
201509,2015,Set,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,1000.0,"ALIENACAO DE BENS MOVEIS",,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,18333.33,"ALIENACAO DE BENS MOVEIS",,
201509,2015,Set,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,1000.0,"ALIENACAO DE BENS MOVEIS",,1409655000180
201509,2015,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,17333.33,"ALIENACAO DE BENS MOVEIS",,
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,7501666.66,"ALIENACAO DE IMOVEIS RURAIS",,
201509,2015,Set,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,7501666.66,"ALIENACAO DE IMOVEIS RURAIS",,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,7501666.66,"ALIENACAO DE IMOVEIS RURAIS",,
201509,2015,Set,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,7501666.66,"ALIENACAO DE IMOVEIS RURAIS",,1409655000180
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,1.707808333E7,"ALIENACAO DE IMOVEIS URBANOS",5743.63,
201509,2015,Set,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,1.7078E7,"ALIENACAO DE IMOVEIS URBANOS",5743.63,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,1.707808333E7,"ALIENACAO DE IMOVEIS URBANOS",5743.63,
201509,2015,Set,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,1.7078E7,"ALIENACAO DE IMOVEIS URBANOS",5743.63,1409655000180
201509,2015,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,83.33,"ALIENACAO DE IMOVEIS URBANOS",,
201509,2015,Set,TRANSURB,Indireta,Executivo,83.33,"ALIENACAO DE IMOVEIS URBANOS",,2102168000133
201509,2015,Set,"UNIVERSIDADE ESTADUAL DE GOIÁS - UEG",Indireta,Executivo,83.33,"ALIENACAO DE IMOVEIS URBANOS",,1112580000171
201509,2015,Set,EMATER,Indireta,Executivo,83.33,"ALIENACAO DE OUTROS BENS IMOVEIS",,13232306000115
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,83.33,"ALIENACAO DE OUTROS BENS IMOVEIS",,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,83.33,"ALIENACAO DE OUTROS BENS IMOVEIS",,
201509,2015,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,83.33,"ALIENACAO DE OUTROS BENS IMOVEIS",,
201509,2015,Set,AGRODEFESA,Indireta,Executivo,34500.0,"ALIENACAO DE OUTROS BENS MOVEIS",,6064227000187
201509,2015,Set,EMATER,Indireta,Executivo,166.66,"ALIENACAO DE OUTROS BENS MOVEIS",,13232306000115
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,36666.66,"ALIENACAO DE OUTROS BENS MOVEIS",,
201509,2015,Set,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,2000.0,"ALIENACAO DE OUTROS BENS MOVEIS",,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,36666.66,"ALIENACAO DE OUTROS BENS MOVEIS",,
201509,2015,Set,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,2000.0,"ALIENACAO DE OUTROS BENS MOVEIS",,1409655000180
201509,2015,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,34666.66,"ALIENACAO DE OUTROS BENS MOVEIS",,
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,1.707808333E7,"ALIENAÇÃO DE IMÓVEIS URBANOS",5743.63,
201509,2015,Set,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,1.7078E7,"ALIENAÇÃO DE IMÓVEIS URBANOS",5743.63,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,1.707808333E7,"ALIENAÇÃO DE IMÓVEIS URBANOS",5743.63,
201509,2015,Set,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,1.7078E7,"ALIENAÇÃO DE IMÓVEIS URBANOS",5743.63,1409655000180
201509,2015,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,83.33,"ALIENAÇÃO DE IMÓVEIS URBANOS",,
201509,2015,Set,TRANSURB,Indireta,Executivo,83.33,"ALIENAÇÃO DE IMÓVEIS URBANOS",,2102168000133
201509,2015,Set,"UNIVERSIDADE ESTADUAL DE GOIÁS - UEG",Indireta,Executivo,83.33,"ALIENAÇÃO DE IMÓVEIS URBANOS",,1112580000171
201509,2015,Set,EMATER,Indireta,Executivo,83.33,"ALIENAÇÃO DE OUTROS BENS IMÓVEIS",,13232306000115
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,83.33,"ALIENAÇÃO DE OUTROS BENS IMÓVEIS",,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,83.33,"ALIENAÇÃO DE OUTROS BENS IMÓVEIS",,
201509,2015,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,83.33,"ALIENAÇÃO DE OUTROS BENS IMÓVEIS",,
201509,2015,Set,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",Indireta,Executivo,18666.66,ALUGUEIS,,13199944000181
201509,2015,Set,"AGENCIA GOIANA DE TURISMO",Indireta,Executivo,4166.66,ALUGUEIS,,3549463000103
201509,2015,Set,"AGÊNCIA BRASIL CENTRAL - ABC",Indireta,Executivo,4166.66,ALUGUEIS,0.0,3520902000147
201509,2015,Set,"AGÊNCIA GOIANA DE COMUNICAÇÃO",Indireta,Executivo,4166.66,ALUGUEIS,,3520902000147
201509,2015,Set,"AGÊNCIA GOIANA DE TRANSPORTES E OBRAS",Indireta,Executivo,1333.34,ALUGUEIS,258845.02000000002,3520933000106
201509,2015,Set,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",Indireta,Executivo,18666.66,ALUGUEIS,,2872448000120
201509,2015,Set,DETRAN,Indireta,Executivo,18666.66,ALUGUEIS,17727.04,2872448000120
201509,2015,Set,EMATER,Indireta,Executivo,4333.34,ALUGUEIS,9660.0,13232306000115
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,355833.32,ALUGUEIS,808380.18,
201509,2015,Set,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,76500.0,ALUGUEIS,164805.68,
201509,2015,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,239166.66,ALUGUEIS,344713.7,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,221499.98,ALUGUEIS,615496.3200000001,
201509,2015,Set,"ESTADO DE GOIAS - PODER JUDICIARIO",N/A,N/A,122500.0,ALUGUEIS,173485.86000000002,
201509,2015,Set,"ESTADO DE GOIAS - PODER LEGISLATIVO",N/A,N/A,3833.34,ALUGUEIS,14810.0,
201509,2015,Set,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,76500.0,ALUGUEIS,164805.68,1409655000180
201509,2015,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,40166.66,ALUGUEIS,298860.8,
201509,2015,Set,FUNDESP-PJ,Direta,Judiciário,122500.0,ALUGUEIS,173485.86000000002,2050330000117
201509,2015,Set,"FUNDO DE ARTE E CULTURA DE GOIÁS",Direta,Executivo,6333.34,ALUGUEIS,0.0,15540894000180
201509,2015,Set,"FUNDO DE MODERNIZACAO DO MINIST PUBLICO",Direta,N/A,8000.0,ALUGUEIS,4588.0,7004223000176
201509,2015,Set,"FUNDO DE REAP. E APERF. DA PM",Direta,Executivo,1666.66,ALUGUEIS,,
201509,2015,Set,"FUNDO ESP. DE REAPARELHAMENTO DO T.C.M.",Direta,Legislativo,3833.34,ALUGUEIS,5610.0,6881263000133
201509,2015,Set,"FUNDO ESP.CENT.CULT.OSCAR NIEMEYER",Direta,Executivo,75166.66,ALUGUEIS,127800.0,14188263000180
201509,2015,Set,"FUNDO EST. DE SEGURANCA PUBLICA-FUNESP",Direta,Executivo,666.66,ALUGUEIS,,2658753000114
201509,2015,Set,"FUNDO EST. DE SEGURANÇA PÚBLICA-FUNESP",Direta,Executivo,1333.32,ALUGUEIS,,2658753000114
201509,2015,Set,"FUNDO EST. PROT. E DEF. DO CONSUMIDOR",Direta,Executivo,63000.0,ALUGUEIS,,74159245000100
201509,2015,Set,"FUNDO MODERN. APRIMOR. FUNC. ASS. LEG.",Direta,Legislativo,,ALUGUEIS,9200.0,7766390000154
201509,2015,Set,"FUNDO PENITENCIÁRIO ESTADUAL - FUNPES",Direta,Executivo,21000.0,ALUGUEIS,18455.08,10879198000189
201509,2015,Set,FUNEBOM,Direta,Executivo,,ALUGUEIS,5574.76,14786724000117
201509,2015,Set,"GOIÁS TURISMO",Indireta,Executivo,166.66,ALUGUEIS,,3549463000103
201509,2015,Set,TRANSURB,Indireta,Executivo,11500.0,ALUGUEIS,,2102168000133
201509,2015,Set,"UNIVERSIDADE ESTADUAL DE GOIÁS - UEG",Indireta,Executivo,11500.0,ALUGUEIS,12628.74,1112580000171
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,221333.33000000002,"AMORTIZACAO DE EMPRESTIMOS",442206.98,
201509,2015,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,221333.33000000002,"AMORTIZACAO DE EMPRESTIMOS",442206.98,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,221333.33000000002,"AMORTIZACAO DE EMPRESTIMOS",442206.98,
201509,2015,Set,FOMENTAR,Direta,Executivo,58916.67,"AMORTIZACAO DE EMPRESTIMOS",12521.35,1460666000195
201509,2015,Set,"FUNDO DE FINANC. DO BANCO DO POVO GOIÁS",Direta,Executivo,5833.33,"AMORTIZACAO DE EMPRESTIMOS",,17850814000118
201509,2015,Set,"FUNDO ESP.DE GERACAO DE EMPREG.E RENDA",Direta,Executivo,5833.33,"AMORTIZACAO DE EMPRESTIMOS",,3198567000102
201509,2015,Set,FUNMINERAL,Direta,Executivo,1000.0,"AMORTIZACAO DE EMPRESTIMOS",0.0,3609406000164
201509,2015,Set,FUNPRODUZIR,Direta,Executivo,155583.33000000002,"AMORTIZACAO DE EMPRESTIMOS",429685.63,4352350000178
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,58916.67,"AMORTIZACAO DE EMPRESTIMOS - FOMENTAR",12521.35,
201509,2015,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,58916.67,"AMORTIZACAO DE EMPRESTIMOS - FOMENTAR",12521.35,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,58916.67,"AMORTIZACAO DE EMPRESTIMOS - FOMENTAR",12521.35,
201509,2015,Set,FOMENTAR,Direta,Executivo,58916.67,"AMORTIZACAO DE EMPRESTIMOS - FOMENTAR",12521.35,1460666000195
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,155583.33000000002,"AMORTIZACAO DE EMPRESTIMOS - PRODUZIR",429685.63,
201509,2015,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,155583.33000000002,"AMORTIZACAO DE EMPRESTIMOS - PRODUZIR",429685.63,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,155583.33000000002,"AMORTIZACAO DE EMPRESTIMOS - PRODUZIR",429685.63,
201509,2015,Set,FUNPRODUZIR,Direta,Executivo,155583.33000000002,"AMORTIZACAO DE EMPRESTIMOS - PRODUZIR",429685.63,4352350000178
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,221333.33000000002,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",442206.98,
201509,2015,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,221333.33000000002,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",442206.98,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,221333.33000000002,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",442206.98,
201509,2015,Set,FOMENTAR,Direta,Executivo,58916.67,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",12521.35,1460666000195
201509,2015,Set,"FUNDO DE FINANC. DO BANCO DO POVO GOIÁS",Direta,Executivo,5833.33,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",,17850814000118
201509,2015,Set,"FUNDO ESP.DE GERACAO DE EMPREG.E RENDA",Direta,Executivo,5833.33,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",,3198567000102
201509,2015,Set,FUNMINERAL,Direta,Executivo,1000.0,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",0.0,3609406000164
201509,2015,Set,FUNPRODUZIR,Direta,Executivo,155583.33000000002,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",429685.63,4352350000178
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,1000.0,"AMORTIZAÇÃO DE EMPRÉSTIMOS - FUNMINERAL",0.0,
201509,2015,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,1000.0,"AMORTIZAÇÃO DE EMPRÉSTIMOS - FUNMINERAL",0.0,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,1000.0,"AMORTIZAÇÃO DE EMPRÉSTIMOS - FUNMINERAL",0.0,
201509,2015,Set,FUNMINERAL,Direta,Executivo,1000.0,"AMORTIZAÇÃO DE EMPRÉSTIMOS - FUNMINERAL",0.0,3609406000164
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,2250000.0,"ASSISTENCIA FARMACEUTICA",4510629.88,
201509,2015,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,2250000.0,"ASSISTENCIA FARMACEUTICA",4510629.88,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,2250000.0,"ASSISTENCIA FARMACEUTICA",4510629.88,
201509,2015,Set,"FUNDO ESPECIAL DE SAUDE - FUNESA",Direta,Executivo,2250000.0,"ASSISTENCIA FARMACEUTICA",,544963000156
201509,2015,Set,"FUNDO ESTADUAL DE SAUDE- FES",Direta,Executivo,2250000.0,"ASSISTENCIA FARMACEUTICA",4510629.88,544963000156
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,12000.0,"ATENÇÃO BÁSICA",0.0,
201509,2015,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,12000.0,"ATENÇÃO BÁSICA",0.0,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,12000.0,"ATENÇÃO BÁSICA",0.0,
201509,2015,Set,"FUNDO ESPECIAL DE SAUDE - FUNESA",Direta,Executivo,12000.0,"ATENÇÃO BÁSICA",,544963000156
201509,2015,Set,"FUNDO ESTADUAL DE SAUDE- FES",Direta,Executivo,12000.0,"ATENÇÃO BÁSICA",0.0,544963000156
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,4833333.33,"ATENÇÃO DE MAC. AMBULATORIAL E HOSPITALAR",9643789.94,
201509,2015,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,4833333.33,"ATENÇÃO DE MAC. AMBULATORIAL E HOSPITALAR",9643789.94,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,4833333.33,"ATENÇÃO DE MAC. AMBULATORIAL E HOSPITALAR",9643789.94,
201509,2015,Set,"FUNDO ESPECIAL DE SAUDE - FUNESA",Direta,Executivo,4833333.33,"ATENÇÃO DE MAC. AMBULATORIAL E HOSPITALAR",,544963000156
201509,2015,Set,"FUNDO ESTADUAL DE SAUDE- FES",Direta,Executivo,4833333.33,"ATENÇÃO DE MAC. AMBULATORIAL E HOSPITALAR",9643789.94,544963000156
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,83.33,"ATUALIZACAO MONETARIA DE ORIGEM NAO TRIBUTARIA",,
201509,2015,Set,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,83.33,"ATUALIZACAO MONETARIA DE ORIGEM NAO TRIBUTARIA",,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,83.33,"ATUALIZACAO MONETARIA DE ORIGEM NAO TRIBUTARIA",,
201509,2015,Set,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,83.33,"ATUALIZACAO MONETARIA DE ORIGEM NAO TRIBUTARIA",,1409655000180
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,1750.0,"ATUALIZAÇÃO MONETÁRIA DA DIVIDA ATIVA NÃO TRIBUTARIA DE OUTRAS RECEITAS - PRINCIPAL",3522.11,
201509,2015,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,1750.0,"ATUALIZAÇÃO MONETÁRIA DA DIVIDA ATIVA NÃO TRIBUTARIA DE OUTRAS RECEITAS - PRINCIPAL",3522.11,
201509,2015,Set,"ESTADO DE GOIAS - PODER LEGISLATIVO",N/A,N/A,1750.0,"ATUALIZAÇÃO MONETÁRIA DA DIVIDA ATIVA NÃO TRIBUTARIA DE OUTRAS RECEITAS - PRINCIPAL",3522.11,
201509,2015,Set,"FUNDO ESP. DE REAPARELHAMENTO DO T.C.M.",Direta,Legislativo,1750.0,"ATUALIZAÇÃO MONETÁRIA DA DIVIDA ATIVA NÃO TRIBUTARIA DE OUTRAS RECEITAS - PRINCIPAL",3522.11,6881263000133
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,1083.33,"ATUALIZAçÂO MONETÁRIA DE OUTROS TRIBUTOS DA DÍVIDA ATIVA - PRINCIPAL",258.26,
201509,2015,Set,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,1083.33,"ATUALIZAçÂO MONETÁRIA DE OUTROS TRIBUTOS DA DÍVIDA ATIVA - PRINCIPAL",258.26,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,1083.33,"ATUALIZAçÂO MONETÁRIA DE OUTROS TRIBUTOS DA DÍVIDA ATIVA - PRINCIPAL",258.26,
201509,2015,Set,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,1083.33,"ATUALIZAçÂO MONETÁRIA DE OUTROS TRIBUTOS DA DÍVIDA ATIVA - PRINCIPAL",258.26,1409655000180
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,766000.0,"BLOCO DE INVESTIMENTOS NA REDE DE SERVIÇOS DE SAUDE",30000.0,
201509,2015,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,766000.0,"BLOCO DE INVESTIMENTOS NA REDE DE SERVIÇOS DE SAUDE",30000.0,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,766000.0,"BLOCO DE INVESTIMENTOS NA REDE DE SERVIÇOS DE SAUDE",30000.0,
201509,2015,Set,"FUNDO ESPECIAL DE SAUDE - FUNESA",Direta,Executivo,766000.0,"BLOCO DE INVESTIMENTOS NA REDE DE SERVIÇOS DE SAUDE",,544963000156
201509,2015,Set,"FUNDO ESTADUAL DE SAUDE- FES",Direta,Executivo,766000.0,"BLOCO DE INVESTIMENTOS NA REDE DE SERVIÇOS DE SAUDE",30000.0,544963000156
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,7084500.0,"BOLSA GARANTIA FOMENTAR",6001765.61,
201509,2015,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,7084500.0,"BOLSA GARANTIA FOMENTAR",6001765.61,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,7084500.0,"BOLSA GARANTIA FOMENTAR",6001765.61,
201509,2015,Set,"FUNDO SOCIAL DE LOTERIA",Direta,Executivo,7084500.0,"BOLSA GARANTIA FOMENTAR",,4354889000166
201509,2015,Set,"PROTEGE GOIAS",Direta,Executivo,7084500.0,"BOLSA GARANTIA FOMENTAR",6001765.61,6084202000145
201509,2015,Set,EMATER,Indireta,Executivo,17916.670000000002,"COMERCIALIZACAO DE OUTROS PRODUTOS VEGETAIS",0.0,13232306000115
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,22166.670000000002,"COMERCIALIZACAO DE OUTROS PRODUTOS VEGETAIS",0.0,
201509,2015,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,4250.0,"COMERCIALIZACAO DE OUTROS PRODUTOS VEGETAIS",,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,22166.670000000002,"COMERCIALIZACAO DE OUTROS PRODUTOS VEGETAIS",0.0,
201509,2015,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,17916.670000000002,"COMERCIALIZACAO DE OUTROS PRODUTOS VEGETAIS",0.0,
201509,2015,Set,FUNDER,Direta,Executivo,4250.0,"COMERCIALIZACAO DE OUTROS PRODUTOS VEGETAIS",,985566000110
201509,2015,Set,EMATER,Indireta,Executivo,17916.670000000002,"COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",0.0,13232306000115
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,22166.670000000002,"COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",0.0,
201509,2015,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,4250.0,"COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",,
201509,2015,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,22166.670000000002,"COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",0.0,
201509,2015,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,17916.670000000002,"COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",0.0,
201509,2015,Set,FUNDER,Direta,Executivo,4250.0,"COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",,985566000110
201509,2015,Set,"ESTADO DE GOIAS",N/A,N/A,858500.0,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",384912.49,
201509,2015,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,441833.33,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",0.0,
